Candidate,Party,EVM Votes,Postal Votes,Total Votes,percent of Votes,Constituency ID
A. KRANTHI KUMAR,Independent,1465,2,1467,0.11,S296
MAREPALLY LAXMINARAYANA,Independent,1411,3,1414,0.1,S296
BALESH UPPARI,Independent,1390,3,1393,0.1,S296
VENKATESH BEJUGAM,Independent,1263,1,1264,0.09,S296
BOMMALA VIJAY KUMAR,Independent,1194,2,1196,0.09,S296
ANNELA LAXMAN,Dharma Samaj Party,1143,9,1152,0.08,S296
ABHILASH SHIRNA,Independent,923,1,924,0.07,S296
DODLA VENKAT,Telangana Praja Shakthi Party,915,2,917,0.07,S296
ABISHEK GOUD THABETI,Jana Shankhaaraavam Party,792,5,797,0.06,S296
MEDI SRINIVAS REDDI,Independent,791,2,793,0.06,S296
VUTLA RAMESH,Independent,778,0,778,0.06,S296
D. NARAHARI,Independent,674,1,675,0.05,S296
GOLLAPALLY SAYA GOUD,Pyramid Party of India,656,2,658,0.05,S296
SATYANARAYANA GOUD KOVURI,Independent,607,0,607,0.04,S296
DASARI BHANUCHANDER,Independent,573,2,575,0.04,S296
DADIGE RAJENDAR,Independent,556,3,559,0.04,S296
C.H. NAVEEN KUMAR,Independent,529,2,531,0.04,S296
KONDI ASHOK,Independent,509,0,509,0.04,S296
URELLI YELLAIAH,Viduthalai Chiruthaigal Katchi,492,2,494,0.04,S296
GONDHI BHUJANGAMU,Independent,430,1,431,0.03,S296
MOHD AZHER,Independent,414,2,416,0.03,S296
S RAJESH SAGAR,Independent,348,0,348,0.03,S296
KASOJU SRIKANTH,Independent,344,0,344,0.02,S296
K. LAXMINARAYANA,Independent,317,0,317,0.02,S296
KOLKUR PRATAP,Independent,292,1,293,0.02,S296
GADILA ANJANEYULU,Independent,289,1,290,0.02,S296
GOUTI MALLESH,Independent,247,1,248,0.02,S296
K.RAGHU,Independent,222,2,224,0.02,S296
NOTA,None of the Above,4582,35,4617,0.33,S296
TRIVENDRA SINGH RAWAT,Bharatiya Janata Party,648498,5310,653808,50.19,S285
VIRENDRA RAWAT,Indian National Congress,487406,2346,489752,37.6,S285
UMESH KUMAR PATRAKAR,Independent,89958,1230,91188,7,S285
JAMIL AHMAD,Bahujan Samaj Party,42116,207,42323,3.25,S285
BALBIR SINGH BHANDARI,Uttarakhand Samanta Party,2943,18,2961,0.23,S285
MOHAN SINGH ASWAL,Uttarakhand Kranti Dal,2809,45,2854,0.22,S285
VIJAY KUMAR,Independent,2409,1,2410,0.19,S285
PAWAN KASHYAP,Independent,2170,8,2178,0.17,S285
KARAN SINGH SAINI ENGINEER,Independent,1963,11,1974,0.15,S285
AKRAM HUSSAIN,Independent,1678,7,1685,0.13,S285
LALIT KUMAR,Peoples Party of India (Democratic),1396,14,1410,0.11,S285
SURESH PAL,Bhartiya Rashtriya Ekta Dal,1150,12,1162,0.09,S285
ASHISH DHYANI,Independent,1107,10,1117,0.09,S285
AVNISH KUMAR,Independent,967,8,975,0.07,S285
NOTA,None of the Above,6663,163,6826,0.52,S285
KAMALJEET SEHRAWAT,Bharatiya Janata Party,838332,4326,842658,55.27,U056
MAHABAL MISHRA,Aam Aadmi Party,641759,1886,643645,42.22,U056
VISHAKHA,Bahujan Samaj Party,7899,65,7964,0.52,U056
SABIR KHAN,Independent,3096,1,3097,0.2,U056
AJ RAJAN,Navarang Congress Party,2381,6,2387,0.16,U056
SUNIL MEGHWAL,Ambedkarite Party of India,1874,2,1876,0.12,U056
OM PRAKASH NARAYAN,Aapki Apni Party (Peoples),1770,3,1773,0.12,U056
ANJU SHARMA,Independent,1263,4,1267,0.08,U056
KAPIL MARWAH,Independent,1154,1,1155,0.08,U056
JARNAIL SINGH,Independent,1083,6,1089,0.07,U056
MADHU,Akhil Bhartiya Parivar Party,1056,3,1059,0.07,U056
RAJIV KANT MISHRA,Independent,995,0,995,0.07,U056
RAMESH KUMAR JAIN NIRBHIK,Gareeb Aadmi Party,971,0,971,0.06,U056
UMA SHANKAR TIWARI,Bhartiya Mahasangh Party,753,5,758,0.05,U056
MEENA UJJAINWAL,Peoples Party of India (Democratic),752,4,756,0.05,U056
CHARANJEET SINGH,All India Forward Bloc,614,5,619,0.04,U056
UMESH CHAUHAN,Rashtriya Rashtrawadi Party,611,3,614,0.04,U056
PRAMOD KUREEL,Bahujan National Party (Ambedkar),585,1,586,0.04,U056
AMIT KUMAR SINGH,Rashtriya Suraksha Party,571,3,574,0.04,U056
JAYA RAMAN,Sarvlokhit Samaj Party,439,7,446,0.03,U056
RAM NARAYAN MOHANTY,Independent,433,1,434,0.03,U056
CHAMAN LAL VERMA,Samaj Vikas Kranti Party,418,2,420,0.03,U056
DEEPAK SHARMA,Bharatiya Jan Jagriti Party,362,8,370,0.02,U056
RAVI,Independent,280,2,282,0.02,U056
NOTA,None of the Above,8624,75,8699,0.57,U056
B.Y. RAGHAVENDRA,Bharatiya Janata Party,775731,2990,778721,56.54,S1014
GEETHA SHIVARAJKUMAR,Indian National Congress,533622,1384,535006,38.85,S1014
K. S. ESHWARAPPA,Independent,29959,91,30050,2.18,S1014
BANDI,Independent,7265,1,7266,0.53,S1014
RAVIKUMARA N.,Independent,4551,1,4552,0.33,S1014
POOJA N. ANNAIAH,Independent,3454,3,3457,0.25,S1014
A.D. SHIVAPPA,Bahujan Samaj Party,2772,7,2779,0.2,S1014
N. V. NAVEEN KUMAR,Independent,1992,1,1993,0.14,S1014
ARUNA KANAHALLI,Uttama Prajaakeeya Party,1475,3,1478,0.11,S1014
E.H. NAYAK,Independent,953,1,954,0.07,S1014
JOHN BENNY,Independent,863,4,867,0.06,S1014
GANESH. B (BELLI),Independent,736,11,747,0.05,S1014
D.S. ESHWARAPPA,Independent,687,8,695,0.05,S1014
KUNAJE MANJUNATHA GOWDA,Independent,671,12,683,0.05,S1014
S.K PRABHU,Karnataka Rashtra Samithi,611,6,617,0.04,S1014
SHIVARUDRAIAH SWAMY,Independent,599,0,599,0.04,S1014
IMTIYAZ A. ATTAR,Independent,440,2,442,0.03,S1014
MOHAMMED YUSUF KHAN,Young Star Empowerment Party,403,1,404,0.03,S1014
G. JAYADEVA,Independent,367,1,368,0.03,S1014
CHANDRASHEKAR. H C,Independent,352,5,357,0.03,S1014
P. SRIPATHI. BHAT,Independent,343,1,344,0.02,S1014
SANDESH SHETTY. A,Independent,292,1,293,0.02,S1014
H SURESH POOJARI,Independent,219,1,220,0.02,S1014
NOTA,None of the Above,4311,21,4332,0.31,S1014
ARUN KUMAR SAGAR,Bharatiya Janata Party,591500,1218,592718,47.5,S2427
JYOTSNA GOND,Samajwadi Party,534720,2619,537339,43.06,S2427
DOD RAM VERMA,Bahujan Samaj Party,91302,408,91710,7.35,S2427
KIRAN,Rashtriya Sanatan Party,6587,1,6588,0.53,S2427
SHIV KUMAR,Independent,2805,0,2805,0.22,S2427
MEENA KASYAP,Independent,2051,10,2061,0.17,S2427
PRADEEP KUMAR,Independent,1996,9,2005,0.16,S2427
PREMCHANDRA HARIJAN,Sardar Patel Siddhant Party,1686,1,1687,0.14,S2427
DHARM PAL,Independent,1413,10,1423,0.11,S2427
RAMESH CHANDRA VERMA,Manav Kranti Party,1076,0,1076,0.09,S2427
NOTA,None of the Above,8449,41,8490,0.68,S2427
PRASUN BANERJEE,All India Trinamool Congress,625229,1264,626493,49.26,S2525
DR RATHIN CHAKRAVARTY,Bharatiya Janata Party,455996,1055,457051,35.94,S2525
SABYASACHI CHATTERJEE,Communist Party of India  (Marxist),151483,522,152005,11.95,S2525
PALASH BACHAR,Bahujan Samaj Party,6342,12,6354,0.5,S2525
SEIKH SAKIRUL ISLAM,Independent,5271,0,5271,0.41,S2525
SHIWA MALLICK,Independent,3218,2,3220,0.25,S2525
UTTAM CHATTERJEE,Socialist Unity Centre Of India (communist),2319,6,2325,0.18,S2525
SHAMPA DAS,Bharatiya Nyay-Adhikar Raksha Party,2053,12,2065,0.16,S2525
RATHIN GANGULY,Independent,1884,3,1887,0.15,S2525
PRASUN LAHIRI,Independent,1323,3,1326,0.1,S2525
RAJESH KUMAR PRASAD,All India Arya Mahasabha,1268,4,1272,0.1,S2525
ADARSHA MONDAL,Independent,939,6,945,0.07,S2525
AJAZ AHMED ANSARI,Independent,856,1,857,0.07,S2525
TAPAS BARUI,Independent,637,4,641,0.05,S2525
NOTA,None of the Above,10036,48,10084,0.79,S2525
K. SUDHAKARAN,Indian National Congress,512266,6258,518524,48.74,S112
M.V. JAYARAJAN,Communist Party of India  (Marxist),402614,6928,409542,38.5,S112
C. RAGHUNATH,Bharatiya Janata Party,118352,1524,119876,11.27,S112
RAMACHANDRAN BAVILEERI,Bharatheeya Jawan Kisan Party,2606,43,2649,0.25,S112
K. SUDHAKARAN S/O. KRISHNAN,Independent,990,19,1009,0.09,S112
SUDHAKARAN. K S/O. P GOPALAN,Independent,893,3,896,0.08,S112
JOY JOHN PATTAR MADATHIL,Independent,616,2,618,0.06,S112
JAYARAJ,Independent,478,10,488,0.05,S112
JAYARAJAN S/O. VELAYUDHAN,Independent,421,4,425,0.04,S112
VADI HAREENDRAN,Independent,289,54,343,0.03,S112
C. BALAKRISHNAN YADAV,Independent,279,25,304,0.03,S112
NARAYANA KUMAR,Independent,263,45,308,0.03,S112
NOTA,None of the Above,8718,155,8873,0.83,S112
DAGGUBATI PURANDHESHWARI,Bharatiya Janata Party,718641,7874,726515,54.82,S018
DR. GUDURI SRINIVAS,Yuvajana Sramika Rythu Congress Party,483172,4204,487376,36.77,S018
GIDUGU RUDRARAJU,Indian National Congress,31441,1067,32508,2.45,S018
GANESWARA RAO PARAMATA,Bahujan Samaj Party,20277,132,20409,1.54,S018
BATTULA BALARAMAKRISHNA,Navarang Congress Party,16930,78,17008,1.28,S018
SALOPANTULA RAGHAVENDRA RAO,Independent,3261,17,3278,0.25,S018
DR. MEDISI RATNARAO ALIAS VINAY,Independent,3109,6,3115,0.24,S018
MOHANARAO SINGULURI,Jai Bharat National Party,2818,15,2833,0.21,S018
MEDA SRINIVASA RAO,Rashtriya Praja Congress  (Secular),2422,7,2429,0.18,S018
BOMMANABOINA VSR MURTHY,Independent,2173,6,2179,0.16,S018
BHANU CHANDAR KURUVELLA,Independent,1955,3,1958,0.15,S018
JALLI BALA NAVEENA,Independent,1250,4,1254,0.09,S018
NOTA,None of the Above,24302,133,24435,1.84,S018
V. SOMANNA,Bharatiya Janata Party,716709,4237,720946,55.31,S1019
S.P. MUDDAHANUMEGOWDA,Indian National Congress,543064,2288,545352,41.84,S1019
J.K. SAMI,Independent,6761,14,6775,0.52,S1019
RAJASIMHA J. N.,Bahujan Samaj Party,5521,33,5554,0.43,S1019
S.N. SWAMY,Socialist Unity Centre Of India (communist),4582,9,4591,0.35,S1019
RANGANATHA. R.S,Independent,3129,3,3132,0.24,S1019
MALLIKARJUNAIAH,Independent,1872,8,1880,0.14,S1019
SIDDARAMEGOWDA T. B,Independent,1644,2,1646,0.13,S1019
PRADEEP KUMAR DODDAMUDDEGOWDA,Karnataka Rashtra Samithi,1606,12,1618,0.12,S1019
H.L. MOHAN KUMAR,Independent,890,3,893,0.07,S1019
PRAKASH. R.A. JAIN,Independent,859,4,863,0.07,S1019
NEELAKANTESHA. H S,Independent,710,9,719,0.06,S1019
R. PUSHPA,Independent,622,7,629,0.05,S1019
B. DEVARAJ,Independent,491,8,499,0.04,S1019
R. NARAYANAPPA,Independent,483,24,507,0.04,S1019
DR. H.B.M. HIREMATH,Kannada  Paksha,477,0,477,0.04,S1019
KAPANIGOWDA.,Independent,451,20,471,0.04,S1019
BASAVARAJU. H.R,National Maha Sabha Party,433,6,439,0.03,S1019
NOTA,None of the Above,6426,34,6460,0.5,S1019
BHASKAR MURLIDHAR BHAGARE,Nationalist Congress Party Sharadchandra Pawar,575291,2048,577339,46.53,S1320
DR. BHARATI PRAVIN PAWAR,Bharatiya Janata Party,462333,1807,464140,37.4,S1320
BABU SADU BHAGRE (SIR),Independent,103526,106,103632,8.35,S1320
DHOMSE MALATI RAHUL,Vanchit Bahujan  Aaghadi,37006,97,37103,2.99,S1320
JAGTAP DIPAK GANPAT,Independent,15664,17,15681,1.26,S1320
TULSHIRAM CHIMAN KHOTARE,Bahujan Samaj Party,9589,65,9654,0.78,S1320
KISHOR AMBADAS DAGALE,Ambedkarite Party of India,8032,23,8055,0.65,S1320
ANIL GAWALIRAM BARDE,Independent,6432,9,6441,0.52,S1320
BHARAT ARUN PAWAR,Bahujan Republican  Socialist Party,5613,8,5621,0.45,S1320
GULAB MOHAN BARDE,Prabuddha Republican Party,4983,15,4998,0.4,S1320
NOTA,None of the Above,8206,40,8246,0.66,S1320
RAJIV RANJAN SINGH ALIAS LALAN SINGH,Janata Dal  (United),547814,2332,550146,48.3,S0428
KUMARI ANITA,Rashtriya Janata Dal,467412,1864,469276,41.2,S0428
SHANKAR PRASAD BIND,Independent,21016,7,21023,1.85,S0428
PRIYADARSHI PIYUSH,Independent,15718,13,15731,1.38,S0428
A. K. SINGH ASHOK,Independent,13809,16,13825,1.21,S0428
KUMAR NAVNEET HIMANSHU,Bahujan Samaj Party,12143,137,12280,1.08,S0428
KULDIP YADAV,Hindustan People's Party (Democratic),9455,31,9486,0.83,S0428
NEETISH KUMAR,Independent,7470,37,7507,0.66,S0428
PRAVAL KUMAR,Independent,5366,9,5375,0.47,S0428
RAVINDRA MANDAL,Socialist Unity Centre Of India (communist),4893,20,4913,0.43,S0428
ADITYA SINGH MADHUKAR,Independent,4124,16,4140,0.36,S0428
PANKAJ KUMAR,Independent,3410,18,3428,0.3,S0428
NOTA,None of the Above,21920,31,21951,1.93,S0428
BIBHU PRASAD TARAI,Bharatiya Janata Party,585672,3421,589093,45.8,S1816
DR. RAJASHREE MALLICK,Biju Janata Dal,546443,1954,548397,42.63,S1816
RABINDRA KUMAR SETHY,Indian National Congress,122875,695,123570,9.61,S1816
RAMESH CHANDRA SETHY,Communist Party of India,8112,18,8130,0.63,S1816
PEEYUUSH DAS,Ambedkarite Party of India,3225,5,3230,0.25,S1816
BIBHUTI BHUSAN MAJHI,Bahujan Samaj Party,2718,22,2740,0.21,S1816
MAHESWAR DAS,Socialist Unity Centre Of India (communist),2374,10,2384,0.19,S1816
SANKAR DAS,Independent,1476,12,1488,0.12,S1816
SILI MALLICK,Samruddha Odisha,924,6,930,0.07,S1816
ARJUNA CHARAN BEHERA,Independent,758,8,766,0.06,S1816
BHANUMATI DAS,Utkal Samaj,674,3,677,0.05,S1816
NOTA,None of the Above,4852,30,4882,0.38,S1816
PUSHPENDRA SAROJ,Samajwadi Party,509175,612,509787,50.51,S2450
VINOD KUMAR SONKAR,Bharatiya Janata Party,405142,701,405843,40.21,S2450
SHUBH NARAYAN,Bahujan Samaj Party,55797,61,55858,5.53,S2450
PUSHPENDRA KUMAR SAROJ,Independent,5178,6,5184,0.51,S2450
NARENDRA KUMAR,Apna Dal (Kamerawadi),5127,4,5131,0.51,S2450
SANJAY KUMAR,Independent,4631,3,4634,0.46,S2450
RAJENDRA SONKAR URF PANNA BHAIYA,Independent,3421,0,3421,0.34,S2450
PRADEEP KUMAR,Independent,2539,2,2541,0.25,S2450
RAMESHWAR PRASAD,Bhartiya Shakti Chetna Party,2011,2,2013,0.2,S2450
RAM ASREY,Manavtawadi Samaj Party,1948,2,1950,0.19,S2450
NOTA,None of the Above,12958,9,12967,1.28,S2450
LALJI VERMA,Samajwadi Party,543721,1238,544959,46.3,S2455
RITESH PANDEY,Bharatiya Janata Party,406851,861,407712,34.64,S2455
QAMAR HAYAT,Bahujan Samaj Party,199252,247,199499,16.95,S2455
NEELAM SINGH,Moolniwasi Samaj Party,4321,10,4331,0.37,S2455
SHABANA KHATOON,Peace Party,3983,7,3990,0.34,S2455
JAVED AHMAD SIDDIQUI,Independent,3857,3,3860,0.33,S2455
RAM NARESH PRAJAPATI,Bhagidari Party(P),3410,3,3413,0.29,S2455
VIVEK KUMAR,Bhartiya Shakti Chetna Party,1848,2,1850,0.16,S2455
NOTA,None of the Above,7429,19,7448,0.63,S2455
SARMISTHA SETHI,Biju Janata Dal,529428,3224,532652,45.87,S188
RABINDRA NARAYAN BEHERA,Bharatiya Janata Party,528959,5280,534239,46.01,S188
ANCHAL DAS,Indian National Congress,52455,690,53145,4.58,S188
SUBASH CHANDRA MALLIK,Socialist Unity Centre Of India (communist),17955,52,18007,1.55,S188
ER. SANDHYA RANI MALLICK,Bahujan Samaj Party,3189,29,3218,0.28,S188
BHAIRABA PRASAD BEHERA,Independent,2398,5,2403,0.21,S188
SUMANTA MALIK,Independent,2295,6,2301,0.2,S188
BIDYADHAR DALEI,Ambedkarite Party of India,2172,0,2172,0.19,S188
JHUNA MALIK,Manas Lokshakti Dal,2075,2,2077,0.18,S188
ARTTATRANA MALIK,Independent,1234,18,1252,0.11,S188
NARENDRA MALIKA,Independent,1119,0,1119,0.1,S188
MANTU SETHI,Janta Darbar Party,954,2,956,0.08,S188
BINOD KUMAR JENA,Gana Suraksha Party,876,3,879,0.08,S188
NOTA,None of the Above,6738,50,6788,0.58,S188
NEERAJ MAURYA,Samajwadi Party,491119,1396,492515,45.23,S2424
DHARMENDRA KASHYAP,Bharatiya Janata Party,475434,1112,476546,43.76,S2424
ABID ALI,Bahujan Samaj Party,95407,223,95630,8.78,S2424
KAUSAR KHAN,Peace Party,4210,3,4213,0.39,S2424
PREM PAL SAGAR,Vanchitsamaj Insaaf Party,3328,2,3330,0.31,S2424
MAKKHAN LAL,Independent,2946,7,2953,0.27,S2424
RAJ KUMAR PATEL,Sardar Patel Siddhant Party,2700,6,2706,0.25,S2424
MOHAMMAD AMIR KHAN,Bharat Jodo Party,2348,7,2355,0.22,S2424
NIRMOD KUMAR SINGH,Bhartiya Shakti Chetna Party,1785,5,1790,0.16,S2424
NOTA,None of the Above,6843,15,6858,0.63,S2424
ADHIKARI SOUMENDU,Bharatiya Janata Party,757906,5289,763195,49.85,S2531
UTTAM BARIK SON OF LATE BIRENDRA BARIK,All India Trinamool Congress,709763,5668,715431,46.73,S2531
URBASI BANERJEE,Indian National Congress,30737,385,31122,2.03,S2531
BIDESH BASU MAITY,Independent,5633,21,5654,0.37,S2531
MANAS PRADHAN,Socialist Unity Centre Of India (communist),2489,40,2529,0.17,S2531
UTTAM BARIK SON OF LATE NARAYAN BARIK,Independent,1963,35,1998,0.13,S2531
MAKHAN LAL MAHAPATRA,Bahujan Samaj Party,1792,12,1804,0.12,S2531
MD AHAMADULLAH KHAN,Independent,530,56,586,0.04,S2531
ARJUN KUMAR MAITY,Independent,504,40,544,0.04,S2531
NOTA,None of the Above,8075,59,8134,0.53,S2531
SURESH KUMAR KASHYAP,Bharatiya Janata Party,513936,5812,519748,53.58,S084
VINOD SULTANPURI,Indian National Congress,423388,4909,428297,44.16,S084
ANIL KUMAR MANGET,Bahujan Samaj Party,6379,121,6500,0.67,S084
Suresh Kumar,Rashtriya Devbhumi Party,4766,48,4814,0.5,S084
Madan Lal,Akhil Bhartiya Parivar Party,4633,43,4676,0.48,S084
NOTA,None of the Above,5876,54,5930,0.61,S084
JAI PARKASH (J P) S/O HARIKESH,Indian National Congress,567194,3230,570424,48.58,S074
RANJIT SINGH,Bharatiya Janata Party,504944,2099,507043,43.19,S074
DESH RAJ,Bahujan Samaj Party,25892,123,26015,2.22,S074
SUNAINA CHAUTALA,Indian National Lok Dal,22171,132,22303,1.9,S074
NAINA SINGH CHAUTALA,Jannayak Janta Party,21910,122,22032,1.88,S074
PARDEEP DAHIYA,Independent,3607,1,3608,0.31,S074
JAI PRAKASH (J.P.) S/O UMA DUTT,Independent,3267,6,3273,0.28,S074
JILE SINGH,Independent,3196,0,3196,0.27,S074
POONAM MOR,Independent,1237,4,1241,0.11,S074
ISHWAR JHAJHRIA,Independent,1121,1,1122,0.1,S074
ATMA RAM BISHNOI,Independent,1091,6,1097,0.09,S074
KULBIR,Independent,1041,0,1041,0.09,S074
CHANDER MOHAN,Independent,995,3,998,0.09,S074
ADV PARDEEP SIHMAR,Peoples Party of India (Democratic),871,5,876,0.07,S074
AJIT SINGH,Independent,794,2,796,0.07,S074
DEV GIRI,Rashtriya Lokswaraj Party,719,7,726,0.06,S074
DINESH KUMAR,Independent,699,4,703,0.06,S074
MASTER VIJENDER JITPURA,Socialist Unity Centre Of India (communist),654,3,657,0.06,S074
RAJENDER KUMAR,Independent,485,1,486,0.04,S074
NEERAJ KUMAR CHHATTAR,Bharatiya Asha Party,419,4,423,0.04,S074
MANDEEP,Independent,404,1,405,0.03,S074
JAGAT SINGH,Vikas India Party,374,8,382,0.03,S074
PARJAPATI RAKESH DHUWARIA,Independent,372,2,374,0.03,S074
RANDHIR SINGH,Independent,352,1,353,0.03,S074
SURENDER KUMAR,Independent,326,0,326,0.03,S074
SURENDER,Independent,308,0,308,0.03,S074
VIJAY SINGH,Independent,270,2,272,0.02,S074
YOGESH BOORA,Independent,267,2,269,0.02,S074
NOTA,None of the Above,3333,33,3366,0.29,S074
HARIBHAI PATEL,Bharatiya Janata Party,675614,10792,686406,63.74,S064
RAMJI THAKOR,Indian National Congress,352578,5782,358360,33.28,S064
AMRUTLAL MAKWANA,Bahujan Samaj Party,9710,164,9874,0.92,S064
CHAUHAN PRAKASHKUMAR TRIBHOVANDAS,Akhila Vijaya Party,3866,16,3882,0.36,S064
PATEL MANUBHAI SHANKARLAL,Independent,3597,75,3672,0.34,S064
ZALA VIKRAMSINH BANESINH,Rashtra Nirman Party,2949,58,3007,0.28,S064
NOTA,None of the Above,11002,624,11626,1.08,S064
CHAVDA VINOD LAKHAMSHI,Bharatiya Janata Party,656979,2595,659574,60.23,S061
NITESH PARBATBHAI LALAN (MATANG),Indian National Congress,389384,1408,390792,35.68,S061
VIJAY BHACHRA,Bahujan Samaj Party,6075,36,6111,0.56,S061
VANAZARA HIRABEN DALPATBHAI,Independent,5145,6,5151,0.47,S061
BABULAL LADHA CHAVDA,Independent,3348,6,3354,0.31,S061
KAVITABEN DINESHBHAI MACHCHHOYA,Independent,3342,24,3366,0.31,S061
DEVABHAI MITHABHAI GOHIL,Rashtriya Power Party,2087,14,2101,0.19,S061
SHAMLIA VIRJI CHAKU,Hindvi Swarajyay Dal,1560,13,1573,0.14,S061
ARVIND ASHOK SANGHELA,Gujarat Sarva Samaj Party,1509,17,1526,0.14,S061
BOCHIYA BHIMJI BHIKHA,Sarva Samaj Janata Party,1491,6,1497,0.14,S061
RAMJIBHAI JAKHUBHAI DAFDA,Right to Recall Party,1357,13,1370,0.13,S061
NOTA,None of the Above,18604,138,18742,1.71,S061
SHASHI THAROOR,Indian National Congress,353679,4476,358155,37.19,S1120
RAJEEV CHANDRASEKHAR,Bharatiya Janata Party,337920,4158,342078,35.52,S1120
PANNIAN RAVINDRAN,Communist Party of India,244433,3215,247648,25.72,S1120
ADV RAJENDRAN,Bahujan Samaj Party,2315,37,2352,0.24,S1120
ADV SHINE LAL M P,Independent,1446,37,1483,0.15,S1120
J J RUSSELL,Independent,1348,17,1365,0.14,S1120
S MINI,Socialist Unity Centre Of India (communist),1098,11,1109,0.12,S1120
M S SUBI,Independent,588,11,599,0.06,S1120
CHALAI MOHANAN,Independent,396,4,400,0.04,S1120
NANDAVANAM SUSEELAN,Independent,391,29,420,0.04,S1120
SHAJU PALIYODU,Independent,348,40,388,0.04,S1120
SASI KONGAPALLY,Independent,228,5,233,0.02,S1120
NOTA,None of the Above,6684,69,6753,0.7,S1120
DR. ALOK KUMAR SUMAN,Janata Dal  (United),510329,1537,511866,48.15,S0417
PREM NATH CHANCHAL ALIAS CHANCHAL PASWAN,Vikassheel Insaan Party,383065,1621,384686,36.19,S0417
DINANATH MANJHI,All India Majlis-E-Ittehadul Muslimeen,29900,92,29992,2.82,S0417
SUJEET KUMAR RAM,Bahujan Samaj Party,29145,127,29272,2.75,S0417
ANIL RAM,Independent,12988,14,13002,1.22,S0417
SATYENDRA BAITHA,Independent,12253,16,12269,1.15,S0417
BHOLA HARIJAN,Independent,11138,2,11140,1.05,S0417
RAM KUMAR MANJHI,Gana Suraksha Party,8531,9,8540,0.8,S0417
NAMI RAM,Independent,6716,0,6716,0.63,S0417
SURENDRA RAM,Bhartiya Rashtriya Dal,6673,39,6712,0.63,S0417
JITENDRA RAM,Bahujan Mukti Party,5942,27,5969,0.56,S0417
NOTA,None of the Above,42713,150,42863,4.03,S0417
HARSH MALHOTRA,Bharatiya Janata Party,663420,1399,664819,52.59,U053
KULDEEP KUMAR (MONU),Aam Aadmi Party,570494,662,571156,45.18,U053
MOHD. WAQAR CHOUDHARY,Bahujan Samaj Party,9158,39,9197,0.73,U053
A. GOPALA KRISHNA,Navarang Congress Party,2807,10,2817,0.22,U053
KULDEEP KUMAR,Independent,1579,3,1582,0.13,U053
MANOJ KUMAR GUPTA (SWARAJI),Independent,1191,1,1192,0.09,U053
RODASH GUPTA,Independent,1097,2,1099,0.09,U053
JYOTI PRAKASH (MONU),Ekam Sanatan Bharat Dal,824,0,824,0.07,U053
ARUNIMA GAUTAM,Independent,749,2,751,0.06,U053
JAI RAM LAL,Rashtriya Republican Party,657,0,657,0.05,U053
ADV MANJEET SINGH,Rashtra Nirman Party,614,0,614,0.05,U053
MOHAMMAD IRFAN,Independent,582,1,583,0.05,U053
OM SHANKAR,Independent,556,0,556,0.04,U053
LAL SINGH,Bahujan Dravida Party,476,1,477,0.04,U053
YOGESH CHAUDHARY,Bhartiya Veer Dal,468,2,470,0.04,U053
VIMAL KUMAR SAXENA,Independent,427,6,433,0.03,U053
SURENDRA SINGH BASOYA,Peoples Party of India (Democratic),392,7,399,0.03,U053
SANJAY,Public Political Party,378,1,379,0.03,U053
AMIT GUPTA,Independent,358,2,360,0.03,U053
SANJAYA KUMAR YADAV,Right to Recall Party,289,1,290,0.02,U053
NOTA,None of the Above,5371,23,5394,0.43,U053
BISHNU PADA RAY,Bharatiya Janata Party,102182,254,102436,50.58,U011
KULDEEP RAI SHARMA,Indian National Congress,77829,211,78040,38.54,U011
MANOJ PAUL,Andaman Nicobar Democratic Congress,8236,18,8254,4.08,U011
D AYYAPPAN,Communist Party of India  (Marxist),6009,8,6017,2.97,U011
V.K. ABDUL AZIZ,Independent,2195,8,2203,1.09,U011
K J B SELVARAJ,All India Anna Dravida Munnetra Kazhagam,911,3,914,0.45,U011
DR ARUN KUMAR MALLIK,Bahujan Samaj Party,714,5,719,0.36,U011
RINKU MALA MONDAL,Independent,539,3,542,0.27,U011
K VENKAT RAM BABU,Independent,506,1,507,0.25,U011
USHA KUMARI,Independent,378,2,380,0.19,U011
SALAMAT MONDAL,Socialist Unity Centre Of India (communist),349,2,351,0.17,U011
ANAND RAMNATH ARLEKAR,Independent,342,0,342,0.17,U011
NOTA,None of the Above,1802,7,1809,0.89,U011
RADHAKRISHNA,Indian National Congress,650623,1698,652321,49.78,S105
DR. UMESH G JADHAV,Bharatiya Janata Party,622615,2501,625116,47.7,S105
HUCHESHWARA WATHAR GOUR,Bahujan Samaj Party,7871,17,7888,0.6,S105
SUNDAR,Independent,3675,2,3677,0.28,S105
JYOTI RAMESH CHAVAN,Independent,2787,18,2805,0.21,S105
